Document ID,Publisher,Cited-by-count,Authors,Public name,Year,Doi,Affiliations,Bibliography Count,Subject Area
10000,IEEE,7,R. Bisiani / F. Lecouat / V. Ambriola,IEEE Software,1988,10.1109/52.10000,"Carnegie Mellon University, USA / Dept. of Comput. Sci., Carnegie-Mellon Univ., Pittsburgh, PA, USA / Carnegie Mellon University, USA",12,ENG
10001,IEEE,18,J.J.-P. Tsai / J.C. Ridge,IEEE Software,1988,10.1109/52.10001,"University of Illinois, Chicago, USA / Motorola Communications",9,ENG
10002,IEEE,42,S. Fickas / P. Nagarajan,IEEE Software,1988,10.1109/52.10002,"University of Oregon, USA / Apple Computer, Inc.",13,ENG
10003,IEEE,4,K.W. Miller / L.J. Morell / F. Stevens,IEEE Software,1988,10.1109/52.10003,"College of William and Mary, USA / College of William and Mary, USA / College of William and Mary, USA",10,ENG
10004,IEEE,6,R.D. Cameron,IEEE Software,2002,10.1109/52.10004,"Simon Fraser University, Canada",5,ENG
10005,IEEE,3,G.H. Sockut / A. Malhotra,IEEE Software,2002,10.1109/52.10005,"IBM Thomas J. Watson Research Center, USA / IBM Thomas J. Watson Research Center, USA",12,ENG
10008,IEEE,3,K. Potosnak,IEEE Software,1988,10.1109/52.10008,K. Potosnak,0,ENG
10016,IEEE,18,Luqi,IEEE Expert,2002,10.1109/64.10016,"Naval Postgraduate School, USA",10,ENG
10017,IEEE,30,A.J. Czuchry / D.R. Harris,IEEE Expert,1988,10.1109/64.10017,"Sanders Associates, Inc., USA / Sanders Associates, Inc., USA",10,ENG
10018,IEEE,2,E. Kant,IEEE Expert,2002,10.1109/64.10018,"Schlumburger-Doll Research, Ridgefield",10,ENG
10020,IEEE,9,L.M.L. Delcambre,IEEE Expert,2002,10.1109/64.10020,"Center for Advanced Computer Studies, The University of Southwestern Louisiana's Center for Advanced Computer Studies, Lafayette, LA",18,ENG
10021,IEEE,9,Yim Yung Leung / Dik Lun Lee,IEEE Expert,1988,10.1109/64.10021,"Ohio State Uinversity, USA / Ohio State Uinversity, USA",30,ENG
10025,IEEE,1,D.C. Wolfe,IEEE Network,1988,10.1109/65.10025,"Information Sciences and Technology Center, SRI International",11,ENG
10026,IEEE,1,M.B. Hidalgo / W.S. Kelly / T.N. Washburn,IEEE Network,1988,10.1109/65.10026,"The Information Network Laboratory, Martin Marietta Information and Communications Systems, Denver / Martin Marietta, Denver, CO, USA / The Information Network Laboratory, Martin Marietta Information and Communications Systems",5,ENG
10027,IEEE,19,G. Kar / B. Madden / R.S. Gilbert,IEEE Network,1988,10.1109/65.10027,"IBM Research / IBM Research / IBM Thomas J. Watson Res. Center, Yorktown Heights, NY, USA",6,ENG
10028,IEEE,7,J.C. Kohli / D.S. Biring / G.L. Raya,IEEE Network,1988,10.1109/65.10028,Pacific Bell / D.S. Biring / Pacific Bell,15,ENG
10029,IEEE,1,B.M. Thuraisingham / J.A. Larson,IEEE Network,2002,10.1109/65.10029,"Corporate Systems Development Division, Honeywell Inc. / Corporate Systems Development Division, Honeywell Inc.",20,ENG
10033,IEEE,59,Not Found,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10033,Not Found,0,ENG
10034,IEEE,10,P. Biswas / D.Y.Y. Yun / Y.R. Xu,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10034,"Department of Computer Science & Engineering, Southern Methodist University, Dallas, TX, USA / Department of Computer Science & Engineering, Southern Methodist University, Dallas, TX, USA / Department of Computer Science & Engineering, Southern Methodist University, Dallas, TX, USA",16,ENG
10036,IEEE,110,S. Dey / P.K. Srimani,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10036,"Department of Computer Science, Southem Illinois University, Carbondale, IL, USA / Department of Computer Science, Southem Illinois University, Carbondale, IL, USA",12,ENG
10037,IEEE,5,M.R. Walker / L.A. Akers,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10037,"Center for Solid State Electronics Research, Arizona State University, Tempe, AZ, USA / Center for Solid State Electronics Research, Arizona State University, Tempe, AZ, USA",25,ENG
10038,IEEE,16,Y. Lan / A.-H. Esfahanian / L.M. Ni,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10038,"Department of Computer Science, Michigan State University, East Lansing, MI, USA / Department of Computer Science, Michigan State University, East Lansing, MI, USA / Department of Computer Science, Michigan State University, East Lansing, MI, USA",9,ENG
10039,IEEE,2,R. Agrawal / H.V. Jagadish,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10039,"AT and T Bell Laboratories, Murray Hill, NJ, USA / AT and T Bell Laboratories, Murray Hill, NJ, USA",20,ENG
10040,IEEE,23,C. Mongenet / G.-R. Perrin,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10040,"Département Informatique, Université Louis Pasteur, Strasbourg, France / Laboratoire d'Informatique, Universita de Franche-Comté, Besancon, France",19,ENG
10041,IEEE,20,Y.-Y.J. Leung,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10041,"Department of Electrical Engineering, Texas A and M University, College Station, TX, USA",9,ENG
10042,IEEE,5,B. Shirazi / D.Y.Y. Yun / C.N. Zhang,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10042,"Department of Computer Science and Engineering, Southern Methodist University, Dallas, TX, USA / Department of Computer Science and Engineering, Southern Methodist University, Dallas, TX, USA / Department of Computer Science and Engineering, Southern Methodist University, Dallas, TX, USA",5,ENG
10043,IEEE,1,G.-N. Liao / Q.-Y. Tong / W.-H. Liu,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10043,"Microelectron. Center, Nanjing Inst. of Technol., China / Microelectron. Center, Nanjing Inst. of Technol., China / Microelectron. Center, Nanjing Inst. of Technol., China",3,ENG
10044,IEEE,22,S. Thanawastien / J.-C. Lo / V.P. Nelson,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10044,"The Center for Advanced Computer Studies, University of Southwestern Louisiana, Lafayette, LA, USA / The Center for Advanced Computer Studies, University of Southwestern Louisiana, Lafayette, LA, USA / Electrical Engineering Department, Aubum University, Auburn, AL, USA",13,ENG
10045,IEEE,3,S.P. Popli / M.A. Bayoumi,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10045,"The Center for Advanced Computer Studies, University of Southwestern Louisiana, Lafayette, LA, USA / The Center for Advanced Computer Studies, University of Southwestern Louisiana, Lafayette, LA, USA",15,ENG
10046,IEEE,38,C. Duey / A.R. Rostampour,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10046,"Colorado State University, Fort Collins, CO, USA / Colorado State University, Fort Collins, CO, USA",7,ENG
10047,IEEE,2,V.K. Raj / T.-C. Lin,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10047,"Computer Science Engineering, University of Texas, Arlington, Arlington, TX, USA / Computer Science Engineering, University of Texas, Arlington, Arlington, TX, USA",12,ENG
10048,IEEE,44,M.B. Deshpande / R.B. Bunt,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10048,"Department of Computational Science, University of Saskatchewan, Saskatoon, SAS, Canada / Department of Computational Science, University of Saskatchewan, Saskatoon, SAS, Canada",13,ENG
10049,IEEE,31,C.-R. Chou / M.-Y. Fang,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10049,"Institute of Computer Engineering, National Chiao Tung University, Hsinchu, Taiwan / Institute of Computer Engineering, National Chiao Tung University, Hsinchu, Taiwan",9,ENG
10050,IEEE,18,P.-N. Lee,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10050,"Department of Computer Science, University of Houston, Houston, TX, USA",9,ENG
10053,IEEE,21,R. Weber,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10053,"Telecommunication Group, Technical University of Hamburg, Hamburg, Germany",5,ENG
10054,IEEE,31,B. Kamali,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10054,"Div. of Eng., Texas Univ., San Antonio, TX, USA",9,ENG
10055,IEEE,20,W.-J. Shieh / J.M. Jagadeesh,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10055,"Department of Electrical Engineering, Ohio State Uinversity, Columbus, OH, USA / Department of Electrical Engineering, Ohio State Uinversity, Columbus, OH, USA",16,ENG
10056,IEEE,15,A.S. Boujarwah / M.A. Tapia,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10056,"Department of Electrical and Computer Engineering, University of Miami, Coral Gables, FL, USA / Department of Electrical and Computer Engineering, University of Miami, Coral Gables, FL, USA",8,ENG
10057,IEEE,162,N.H. Modi / J.R. Armstrong / J.G. Tront / M.Z. Khan,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10057,"The Bradley Department of Electrical Engineering, Virginia Polytechnic Institute and State University, Blacksburg, VA, USA / The Bradley Department of Electrical Engineering, Virginia Polytechnic Institute and State University, Blacksburg, VA, USA / The Bradley Department of Electrical Engineering, Virginia Polytechnic Institute and State University, Blacksburg, VA, USA / The Bradley Department of Electrical Engineering, Virginia Polytechnic Institute and State University, Blacksburg, VA, USA",10,ENG
10058,IEEE,64,Y.K. Kim,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10058,"GTE Spacenet Corporation, McLean, VA, USA",8,ENG
10059,IEEE,1,M.H. Sharifi / M. Arozullah,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10059,"Hughes Network Systems, Inc., Germantown, MD, USA / Department of Electrical Engineering, Catholic University of America, Washington D.C., DC, USA",6,ENG
10060,IEEE,26,W.F. Lo / P.L. Camwell,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10060,"Novatel Communications Limited, Calgary, AB, Canada / Novatel Communications Limited, Calgary, AB, Canada",6,ENG
10061,IEEE,4,R. Ashany / D. Ferrari / J. Pasquale,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10061,"Department of EECS, University of California Berkeley, Berkeley, CA, USA / Department of EECS, University of California Berkeley, Berkeley, CA, USA / Department of EECS, University of California Berkeley, Berkeley, CA, USA",24,ENG
10062,IEEE,3,A.J.A. Abdul-Reda / P.G. Farrell,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10062,"Department of Elect. Engineering & Computer Science, University of Bahrain, Isa town, Bahrain / Department Of Electrical Engineering, University of Manchester, Institute of Science and Technology, UK",5,ENG
10063,IEEE,4,S. Casale / V. Catania / L. Vita,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10063,"Istituto di Informatica e Telecomunicazioni Facolta' di Ingegneria, Universita di Catania, CATANIA, Italy / Istituto di Informatica e Telecomunicazioni Facolta' di Ingegneria, Universita di Catania, CATANIA, Italy / Istituto di Informatica e Telecomunicazioni Facolta' di Ingegneria, Universita di Catania, CATANIA, Italy",13,ENG
10064,IEEE,2,D.E. Reed / M.A. Wickert,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10064,"Department of Electrical Engineering, University of Colorado, Colorado Springs, Colorado Springs, CO, USA / Department of Electrical Engineering, University of Colorado, Colorado Springs, Colorado Springs, CO, USA",4,ENG
10065,IEEE,8,D.E. Reed / M.A. Wickert,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10065,"Department of Electrical Engineering, University of Colorado, Colorado Springs, Colorado Springs, CO, USA / Department of Electrical Engineering, University of Colorado, Colorado Springs, Colorado Springs, CO, USA",7,ENG
10066,IEEE,1,H.J. Eu / W.W. Rollins,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10066,"Tau-tron, Inc., Westford, MA, USA / Intraplex, Inc., Westford, MA, USA",13,ENG
10067,IEEE,1,R. Ashany / D. Ferrari / K. Konolige / J. Pasquale,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10067,"Div. of Comput. Sci., California Univ., Berkeley, CA, USA / Div. of Comput. Sci., California Univ., Berkeley, CA, USA / K. Konolige / J. Pasquale",0,ENG
10072,IEEE,21,P.C. Jorgensen / J.W. Mills,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10072,"Computer Science Department, Arizona State University, Tempe, AZ, USA / Computer Science Department, Arizona State University, Tempe, AZ, USA",12,ENG
10073,IEEE,2,J.H. Carson,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10073,"Software Productivity consortium, North Reston, VA, USA",7,ENG
10074,IEEE,1,N. Natarajan / J. Tang,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10074,"Department of Computer Science, Pennsylvania State University, University Park, PA, USA / Department of Computer Science, Pennsylvania State University, University Park, PA, USA",16,ENG
10075,IEEE,2,P.F. Smart / S.N. Woodfield / D.W. Embley / D.T. Scott,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10075,Brigham Young University / Brigham Young University / Brigham Young University / Brigham Young University,17,ENG
10076,IEEE,1,R. Martinez / J.J.C. Su,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10076,"Computer Engineering Research Laboratory, Electrical and Computer Engineering Department, University of Arizona Tucson, Tucson, AZ, USA / Computer Engineering Research Laboratory, Electrical and Computer Engineering Department, University of Arizona Tucson, Tucson, AZ, USA",11,ENG
10077,IEEE,1,B.R. Millard / D.S. Miller / T.J. Barrett,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10077,"Arizona State University, USA / Arizona State University, USA / T.J. Barrett",18,ENG
10078,IEEE,16,R.N. Smith,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10078,Motorola Radar Systems Division,6,ENG
10079,IEEE,6,A. Corradi / L. Leonardi,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10079,"Dipartimento di Elettronica, Informatica e Sistemistica, Universita di Bologna, Bologna, Italy / Dipartimento di Elettronica, Informatica e Sistemistica, Universita di Bologna, Bologna, Italy",22,ENG
10080,IEEE,3,A.S.M. Sajeev,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10080,"Department of Computer Science, Monash University, VIC, Australia",12,ENG
10081,IEEE,1,K.M. George,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10081,"Department of Computing & Information Sciences, Oklahoma State University, Stillwater, OK, USA",9,ENG
10082,IEEE,20,A. Tokuta / J. Staudhammer,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10082,"Department of computer Science and Engineering, University of South Florida, Tampa, FL, USA / Department of Electrical Engineering, University of Florida, Gainesville, FL, USA",22,ENG
10083,IEEE,1,J.D. Arthur,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10083,"Department of Computer Sciences, Virginia Technology, Blacksburg, VA, USA",9,ENG
10084,IEEE,2,J.H. Cross / S.V. Sheppard,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10084,"Computer Science and Engineering, Aubum University, Auburn, AL, USA / Department of Computer Science, Texas A and M University, College Station, TX, USA",11,ENG
10085,IEEE,10,Y.S. Maarek / G.E. Kaiser,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10085,"Computer Science Department, Technion-Israel Institute of Technology, Haifa, Israel / Department of Computer Science, Columbia University, NY, USA",17,ENG
10086,IEEE,7,R. Ammar / B. Qin,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10086,"U-155, Computer Science & Engineering Department, University of Connecticut, Storrs, CT, USA / U-155, Computer Science & Engineering Department, University of Connecticut, Storrs, CT, USA",9,ENG
10087,IEEE,1,G. Hill,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10087,"General Products Division, IBM, Corporation, Tucson, AZ, USA",5,ENG
10088,IEEE,2,J. Yamazaki / Y. Fujii / M. Kakemizu / Y. Iwami / T. Kishida / Y. Kiyokane,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10088,"Fujitsu Laboratories Limited, Kawasaki, Japan / Fujitsu Labs. Ltd., Kawasaki, Japan / Fujitsu Laboratories Limited, Kawasaki, Japan / Fujitsu Labs. Ltd., Kawasaki, Japan / Fujitsu Laboratories Limited, Kawasaki, Japan / Fujitsu Laboratories Limited, Kawasaki, Japan",3,ENG
10090,IEEE,16,A.K. Somani / A. Gupta,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10090,"Department of Electrical Engineering, University of Washington, Seattle, WA, USA / BNR, Inc., Mountain View, CA, USA",7,ENG
10091,IEEE,15,D.C. Baxter / T. Suda / J. Bae,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10091,"Unisys Corporation, Irvine, CA, USA / Department of Information and Computer Science, University of California, Irvine, CA, USA / Department of Information and Computer Science, University of California, Irvine, CA, USA",9,ENG
10092,IEEE,4,A.-H. Esfahanian / G. Zimmerman,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10092,"Computer Science Department, Michigan State University, East Lansing, MI, USA / Computer Science Department, Michigan State University, East Lansing, MI, USA",11,ENG
10093,IEEE,63,W.M. Zubereck,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10093,"ECE Department and Coordinated Science Laboratory, University of Illinois at Urbana-Champaign",22,ENG
10094,IEEE,10,M. Choi / C.M. Krishna,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10094,"Department of Electrical and Computer Engineering, University of Massachusetts, Amherst, MA, USA / Department of Electrical and Computer Engineering, University of Massachusetts, Amherst, MA, USA",12,ENG
10095,IEEE,30,G.R. Davis,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10095,"Toyama Prefectural University, Toyama, Japan",6,ENG
10096,IEEE,1,D. Turner / H. Ural,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10096,"Protocols Research Group, Computer Science Department, University of Ottawa, Ottawa, ONT, Canada / Protocols Research Group, Computer Science Department, University of Ottawa, Ottawa, ONT, Canada",8,ENG
10097,IEEE,1,C.-T. King / T.B. Gendreau / L.M. Ni,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10097,"Department of Computer Science, Michigan State University, East Lansing, MI, USA / Department of Computer Science, Vanderbilt University, Nashville, TN, USA / Department of Computer Science, Michigan State University, East Lansing, MI, USA",11,ENG
10098,IEEE,1,S.F. Midkiff,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10098,"Bradley Department of Electrical Engineering, Virginia Polytechnic Institute and State University, Blacksburg, VA, USA",10,ENG
10099,IEEE,2,G.C. Shoja / W. Taylor,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10099,"Department of Computer Science, University of Victoria, Victoria, BC, Canada / Department of Computer Science, University of Victoria, Victoria, BC, Canada",22,ENG
10100,IEEE,3,J.G. Donnett / M. Starkey / D.B. Skillicorn,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10100,"Department of Computing and Information Science, Queen's University, Kingston, Canada / Department of Computing and Information Science, Queen's University, Kingston, Canada / Department of Computing and Information Science, Queen's University, Kingston, Canada",12,ENG
10101,IEEE,1,S.A. Wright / A.L. Walsh / D. Bruce / M. Gilbert / J. Young / G. Wiren / M. Cordani,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10101,"GTE Communication Systems Corporation, Phoenix, AZ, USA / GTE Communication Systems Corporation, Phoenix, AZ, USA / GTE Communication Systems Corporation, Phoenix, AZ, USA / GTE Communication Systems Corporation, Phoenix, AZ, USA / GTE Communication Systems Corporation, Phoenix, AZ, USA / GTE Communication Systems Corporation, Phoenix, AZ, USA / GTE Communication Systems Corporation, Phoenix, AZ, USA",12,ENG
10102,IEEE,5,H.E. White,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10102,"David Sarnoff Research Center, Subsidiary of SRI International, Princeton, NJ, USA",4,ENG
10103,IEEE,6,S. Sakata / T. Ueda,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10103,"C&C Systems Research Laboratories, NEC Corporation Limited, Kanagawa, Japan / C&C Systems Research Laboratories, NEC Corporation Limited, Kanagawa, Japan",7,ENG
10104,IEEE,1,S. Angelopoulos / G. Papadopoulos / S. Koubias,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10104,"Applied Electronics Laboratory, Department of Electrical Engineering, University of Patras, Greece / Applied Electronics Laboratory, Department of Electrical Engineering, University of Patras, Greece / Applied Electronics Laboratory, Department of Electrical Engineering, University of Patras, Greece",11,ENG
10105,IEEE,1,S. Ramakrishnan / B. Jain,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10105,"Department of Computing Science, University of Alberta, Edmonton, AB, Canada / Department of Computer Science & Engineering, Indian Institute of Technology, New Delhi, India",15,ENG
10106,IEEE,21,J. Kikuts / A. Lombardo / S. Palazzo,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10106,"Institute of Electronics and Comp. Sc., Latvian SSR Academy of Sciences, Riga, Latvia / CREI, Politecnico di Milano, Milan, Italy / Ist. Infomatica e Telecom., Università di Catania, Catania, Italy",7,ENG
10107,IEEE,1,D.M. Gordon / R.E. Creps / Y. Qu,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10107,"Unisys Defense Systems, McLaren Research Center, Mclean, VA, USA / Unisys Defense Systems, McLaren Research Center, Mclean, VA, USA / Computer Science Department, George Mason University, Fairfax, VA, USA",16,ENG
10108,IEEE,1,P.J. Brusil,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10108,"MITRE Corporation, Bedford, MA, USA",7,ENG
10109,IEEE,1,C.M. Chernick,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10109,"NBS, Gaithersburg, MD, USA",0,ENG
10115,IEEE,31,A. Bykat,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10115,"Center of Excellence for Computer Applications, University of Tennessee, Chattanooga, Chattanooga, TN, USA",20,ENG
10116,IEEE,1,M.E. Ulug,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10116,"Corporate Research and Development, General Electric Company Limited, Schenectady, NY, USA",5,ENG
10117,IEEE,4,S. Kraus / D. Lehmann,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10117,"Department of Computer Science, Hebrew University, Jerusalem, Israel / Department of Computer Science, Hebrew University, Jerusalem, Israel",16,ENG
10118,IEEE,22,L.M. Faltz,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10118,"Arizona State University, USA",13,ENG
10119,IEEE,4,F. Gomez,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10119,"Department of Computer Science, University of Central Florida, Orlando, FL, USA",8,ENG
10120,IEEE,9,M. Dickey,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10120,"Department of Computer Science, Arizona State University, Tempe, AZ, USA",30,ENG
10121,IEEE,5,M.J. Ross / A.A. Covo / C.D. Hart,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10121,"Command, Control and Communications Sysems, GTE Government Systems Corporation, Needham Heights, MA, USA / GTE Gov. Syst. Corp., Needham Heights, MA, USA / Command, Control and Communications Sysems, GTE Government Systems Corporation, Needham Heights, MA, USA",6,ENG
10122,IEEE,1,R. Martinez / L.-S. Chen,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10122,"Computer Engineering Research Laboratory, Electrical and Computer Engineering Department, University of Arizona Tucson, Tucson, AZ, USA / Computer Engineering Research Laboratory, Electrical and Computer Engineering Department, University of Arizona Tucson, Tucson, AZ, USA",6,ENG
10123,IEEE,24,T. Gioutsos / M. Whalen,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10123,Environmental Research Institute of Michigan / Environmental Research Institute of Michigan,5,ENG
10124,IEEE,2,A.R. Rostampour / P.R. Madhvapathy,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10124,"Department of Electrical Engineering, Colorado State University, Fort Collins, CO, USA / Analog Solutions, Inc., San Jose, CA, USA",18,ENG
10125,IEEE,1,A.R. Rostampour / A.P. Reeves / O.R. Mitchell,Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings,1998,10.1109/PCCC.1988.10125,"Department of Electrical Engineering, Colorado State University, Fort Collins, CO, USA / School of Electrical Engineering, Phillips Hall, Cornell University, Ithaca, NY, USA / School of Electrical Engineering, Purdue University, West Lafayette, IN, USA",8,ENG
